name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
Caesars Palace Pizzeria,493 Amsterdam Ave,New York,US,New York,40.786215,-73.976107,Traditional Pizza Place,0,25
Olde Towne Pizza,118 NW Greenwood Ave,Bend,US,Oregon,44.0601,-121.3092,Restaurant and Pizza Place,0,25
Mazzio's Pizza,621 Highway 71 N,Alma,US,Arkansas,35.4931,-94.2266,Restaurant and Pizza Place,0,25
Sal & Mookie's New York Style Pizza & Ice Cream Joint,110 Lameuse St,Biloxi,US,Mississippi,30.3938,-88.8867,Others,25,40
Pastafina Pizza,388 3rd Ave,New York,US,New York,40.7419,-73.9812,Restaurant and Pizza Place,0,25
Hungry Howies Pizza,6900 Silver Star Rd,Orlando,US,Florida,28.572609,-81.517117,Restaurant and Pizza Place,0,25
Little Caesars Pizza,5132 6th Ave,Tacoma,US,Washington,47.255501,-122.506463,Restaurant and Pizza Place,0,25
Papa Johns Pizza,10050 Edison Square Dr NW,Concord,US,North Carolina,35.43066,-80.676979,Traditional Pizza Place,0,25
Four Horsemen Pizza,103 S Dixie Way,South Bend,US,Indiana,41.71566,-86.250651,Traditional Pizza Place,3,30
Little Caesars Pizza,2403 SW 27th Ave,Ocala,US,Florida,29.160913,-82.099878,Restaurant and Pizza Place,0,25
Bongiornos Italian Deli Pizzeria,405 N Wabash Ave,Chicago,US,Illinois,41.889343,-87.626216,Italian Restaurant,0,25
Geppetos Pizza and More,114 N College Ave,Newton,US,North Carolina,35.66397,-81.22127,Italian Restaurant,25,40
Avellinos Pizzeria Catering,279 Nassau Blvd,Garden City,US,New York,40.714467,-73.661014,Traditional Pizza Place,0,25
Artichoke Basilles Pizza Bar,114 10th Ave,New York,US,New York,40.743986,-74.006662,Restaurant and Pizza Place,25,40
Savonas Trattoria,32 Broadway,Kingston,US,New York,41.918637,-73.983126,Italian Restaurant,25,40
Pie Five Pizza Co,190 E Stacy Rd,Allen,US,Texas,33.129217,-96.656051,Restaurant and Pizza Place,0,25
Abbys Pizza,1970 River Rd,Eugene,US,Oregon,44.093664,-123.129497,Others,0,25
Romas Pizza Pasta,1401 S Drake Rd,Kalamazoo,US,Michigan,42.277333,-85.647949,Traditional Pizza Place,0,25
Tortugas,2801 John Hopkins Pkwy (Hwy 150),Birmingham,US,Alabama,33.365096,-86.82419,Traditional Pizza Place,25,40
Ginos Tuscany Restaurant And Pizzeria,3968 Hempstead Tpke,Bethpage,US,New York,40.72123,-73.489028,Italian Restaurant,25,40
ABC Pizza,13508 University Plaza St,Tampa,US,Florida,28.069619,-82.429735,Restaurant and Pizza Place,0,25
Pizza Show,13344 Hawthorne Blvd,Hawthorne,US,California,33.911181,-118.352213,Italian Restaurant,0,25
Trackside Pizza,201 S Meridian,Puyallup,US,Washington,47.192493,-122.293453,Restaurant and Pizza Place,0,25
Randazzos Pizzeria,3648 Welsh Rd,Willow Grove,US,Pennsylvania,40.15274,-75.137319,Italian Restaurant,0,25
Greeks Pizzeria The Village,1600 W University Ave,Muncie,US,Indiana,40.197744,-85.404635,Traditional Pizza Place,0,25
Granteeds,817 Mulberry St,Scranton,US,Pennsylvania,41.407678,-75.656744,Traditional Pizza Place,0,25
All Star Pizza,804 Brazospark Dr,Clute,US,Texas,29.013555,-95.418407,Traditional Pizza Place,0,25
Mancinos Grinders Pizza,2852 Miller Dr,Plymouth,US,Indiana,41.36092,-86.346614,Traditional Pizza Place,0,25
Apizza Scholls,4741 SE Hawthorne Blvd,Portland,US,Oregon,45.512119,-122.613137,Italian Restaurant,40,55
Sbarro,2031 S Mooney Blvd,Visalia,US,California,36.310677,-119.316184,Restaurant and Pizza Place,0,25
DiAngelos,114 E Market St,Cadiz,US,Ohio,40.272624,-80.996825,Traditional Pizza Place,0,25
Barros Pizza,24762 N Lake Pleasant Pkwy,Peoria,US,Arizona,33.70856,-112.27312,Restaurant and Pizza Place,0,25
Chicago Pizza,665 Highway 17 S,Myrtle Beach,US,South Carolina,33.608058,-78.985334,Restaurant and Pizza Place,0,25
Uncle Vinneys Pizza,1560 S Stanford Way,Sparks,US,Nevada,39.520743,-119.74078,Traditional Pizza Place,0,25
I Love New York Pizza of Madison,850 Madison Ave,Albany,US,New York,42.660664,-73.782323,Traditional Pizza Place,0,25
Pizza Company,8435 Davison Rd,Davison,US,Michigan,43.035615,-83.540441,Restaurant and Pizza Place,0,25
LaRosas Pizzeria Alexandria,4757 Alexandria Pike,Newport,US,Kentucky,38.963214,-84.393288,Traditional Pizza Place,0,25
Rosas Pizza,6265 Fresh Pond Rd,Ridgewood,US,New York,40.712168,-73.900103,Italian Restaurant,25,40
Cassanos Pizza Subs,4761 Dixie Hwy,Fairfield,US,Ohio,39.347395,-84.54259,Restaurant and Pizza Place,0,25
Whatta Lotta Pizza,7011 Warner Ave,Huntington Beach,US,California,33.715916,-118.00539,Traditional Pizza Place,0,25
Little Caesars Pizza,3550 Stine Rd,Bakersfield,US,California,35.317431,-119.051791,Restaurant and Pizza Place,0,25
Dinos Pizza and Pasta,4455 Highway 49 S,Harrisburg,US,North Carolina,35.321538,-80.651424,Restaurant and Pizza Place,0,25
Papa Murphys,10501 NE Highway 99,Vancouver,US,Washington,45.698009,-122.653399,Restaurant and Pizza Place,0,25
Rosas Pizza,3605 Sandy Plains Rd,Marietta,US,Georgia,34.03777,-84.46465,Traditional Pizza Place,0,25
Ginos Pizzeria,48 Main St,Port Washington,US,New York,40.830594,-73.686705,Italian Restaurant,0,25
Jimmy Os Pizzeria,1678 Beavercreek Rd,Oregon City,US,Oregon,45.332813,-122.584342,Restaurant and Pizza Place,0,25
Mama Mias,5301 Roosevelt Way NE,Seattle,US,Washington,47.667223,-122.317586,Traditional Pizza Place,0,25
Fire Stone Pizza,10519 Cortez Rd W,Bradenton,US,Florida,27.463112,-82.668633,Traditional Pizza Place,0,25
Papa Murphys,2800 Coors Blvd NW,Albuquerque,US,New Mexico,35.113712,-106.701264,Restaurant and Pizza Place,0,25
The Wild Tomato Pizzeria,4315 Jonestown Rd,Harrisburg,US,Pennsylvania,40.29908,-76.819522,Others,0,25
Rocky Rococo Pan Style Pizza,2828 Prairie Lakes Dr,Sun Prairie,US,Wisconsin,43.167134,-89.270809,Restaurant and Pizza Place,0,25
Espositos Pizzeria,1381 Chestnut Ln,Matthews,US,North Carolina,35.068819,-80.701165,Traditional Pizza Place,0,25
Stella Barra,2000 Main St,Santa Monica,US,California,34.006721,-118.488546,Restaurant and Pizza Place,25,40
Rockys Pizza Panini,3032 Bardstown Road,Louisville,US,Kentucky,38.213448,-85.674136,Traditional Pizza Place,0,25
US Pizza Co,8403 Highway 107,Sherwood,US,Arkansas,34.830867,-92.231603,Restaurant and Pizza Place,0,25
Little Caesars Pizza,12522 W Sunrise Blvd,Fort Lauderdale,US,Florida,26.145508,-80.31699,Restaurant and Pizza Place,0,25
The Depot,4 Railroad Ave,Oneonta,US,New York,42.453921,-75.050115,American Restaurant,25,40
Joe Cristianos Pizza,1225 Route 9G,Hyde Park,US,New York,41.796857,-73.913841,Italian Restaurant,0,25
Little Caesars Pizza,400 E State Highway 260,Payson,US,Arizona,34.24186,-111.31902,Restaurant and Pizza Place,0,25
Papa Johns Pizza,1480 N 30 West,Tooele,US,Utah,40.557982,-112.298416,Traditional Pizza Place,0,25
Scarpas Brick Oven Pizza,5500 Academy Rd NE,Albuquerque,US,New Mexico,35.146899,-106.582233,Restaurant and Pizza Place,0,25
Little Caesars Pizza,130 Country Ln,Pineville,US,Louisiana,31.279766,-92.45963,Restaurant and Pizza Place,0,25
Mia Margherita,139 Conference Center Way,Bridgeport,US,West Virginia,39.323649,-80.231136,Traditional Pizza Place,0,25
Midnite Slice,1605 2nd St,Seabrook,US,Texas,29.562717,-95.024397,Restaurant and Pizza Place,0,25
Papa Johns Pizza,1201 Hill Rd N,Pickerington,US,Ohio,39.911585,-82.78055,Restaurant and Pizza Place,0,25
Umbertos,208 Bedford Ave,Bellmore,US,New York,40.670287,-73.527813,Traditional Pizza Place,0,25
All American Pizza,7101 NW Expressway,Oklahoma City,US,Oklahoma,35.560356,-97.638924,Traditional Pizza Place,0,25
Rosangelas Pizza,2807 W 95th St,Evergreen Park,US,Illinois,41.720755,-87.692558,Traditional Pizza Place,25,40
Papa Johns Pizza,1520 Royal George Blvd,Cañon City,US,Colorado,38.445972,-105.225826,Traditional Pizza Place,0,25
Roccos Brick Oven Pizzeria,201 Second Ave,Collegeville,US,Pennsylvania,40.181022,-75.452243,Traditional Pizza Place,0,25
Guidos,549 W Intl Airport Rd,Anchorage,US,Alaska,61.174665,-149.894053,Traditional Pizza Place,0,25
DaVincis Pizzeria,6514 18th Ave,Brooklyn,US,New York,40.618882,-73.990799,Traditional Pizza Place,0,25
Giuseppis Pizza,71 Lighthouse Rd,Hilton Head Island,US,South Carolina,32.131343,-80.800879,Traditional Pizza Place,0,25
Justa Pizza,100 W Imperial Ave,El Segundo,US,California,33.930624,-118.416479,Restaurant and Pizza Place,0,25
LaRosas Pizzeria,901 Loveland Madeira Rd,Loveland,US,Ohio,39.261191,-84.270915,Restaurant and Pizza Place,0,25
Alphonsos,1119 S 108th St,Milwaukee,US,Wisconsin,43.019495,-88.047506,Italian Restaurant,0,25
Planet Pizza,33 W Washington St,Orlando,US,Florida,28.543462,-81.379356,Others,0,25
Beggars Pizza,22149 Governors Hwy,Richton Park,US,Illinois,41.485918,-87.71248,Restaurant and Pizza Place,0,25
Maxwells,1456 Newpark Blvd,Park City,US,Utah,40.721687,-111.538485,Restaurant and Pizza Place,25,40
Dobbs Ferry Pizza,218 Ashford Ave,Dobbs Ferry,US,New York,41.014003,-73.858782,Restaurant and Pizza Place,0,25
Brixx Wood Fired Pizza,9820 Rea Rd,Charlotte,US,North Carolina,35.034582,-80.805938,Others,25,40
Eastern Style Pizza,2911 W Touhy Ave,Chicago,US,Illinois,42.012014,-87.702555,Restaurant and Pizza Place,0,25
Lombardos Pizzeria,10809 Mukilteo Speedway Ste B,Mukilteo,US,Washington,47.899993,-122.291503,Traditional Pizza Place,0,25
Papa Johns Pizza,745 Hwy 138 South West,Riverdale,US,Georgia,34.086734,-84.484213,Traditional Pizza Place,0,25
Grande Pizza Company,959 NE 62nd St,Fort Lauderdale,US,Florida,26.20393,-80.133229,Traditional Pizza Place,0,25
Nizza Pizza,1016 S Main St,Weatherford,US,Texas,32.747276,-97.797806,Restaurant and Pizza Place,0,25
Giuseppes Pizza Family Restaurant Bar,101 Cowpath Rd,Lansdale,US,Pennsylvania,40.259549,-75.265642,Traditional Pizza Place,0,25
Amores,2357 Tamiami Trl S,Venice,US,Florida,27.050887,-82.406889,Restaurant and Pizza Place,0,25
Chrissy Ninos Pizza,9008 N 99th Ave,Peoria,US,Arizona,33.566125,-112.276654,Traditional Pizza Place,0,25
Peter Pizza,2358 80th St,Brooklyn,US,New York,40.603396,-73.985749,Restaurant and Pizza Place,0,25
Cozzolis Pizzeria,4961 Sheridan St,Hollywood,US,Florida,26.034552,-80.194684,Traditional Pizza Place,0,25
Esposito Pizza,2803 James Redman Pkway,Plant City,US,Florida,27.985165,-82.122334,Traditional Pizza Place,0,25
Pizza Pan,1800 Euclid Ave,Cleveland,US,Ohio,41.50112,-81.678693,Restaurant and Pizza Place,0,25
Luke n Ollies Pizzeria,1101-C Ocean Blvd.,Isle of Palms,US,South Carolina,32.785648,-79.788621,Traditional Pizza Place,0,25
Sky Bar Gourmet Pizzeria,75 Prospect Ave,Eureka Springs,US,Arkansas,36.408342,-93.737399,Others,0,25
Texas Pizza,1853 Richmond Ave,Houston,US,Texas,29.734111,-95.406775,Restaurant and Pizza Place,0,25
Roma New York Style Pizza,424 Atlantic Ave,Virginia Beach,US,Virginia,36.833662,-75.971056,Traditional Pizza Place,0,25
Weasels of Waupaca,108 E Union,Waupaca,US,Wisconsin,44.357004,-89.084218,Traditional Pizza Place,0,25
La Trattoria,844 2nd Ave,New York,US,New York,40.751755,-73.970761,Italian Restaurant,0,25
P Jay's Pizza,5859 Ridge Rd,Cleveland,US,Ohio,41.4033,-81.7344,Restaurant and Pizza Place,0,25
Proto's Pizza,345 S 8th St,Boise,US,Idaho,43.6138,-116.2055,Restaurant and Pizza Place,0,25
Abby's Legendary Pizza,11200 Highway 62,Eagle Point,US,Oregon,42.473133,-122.81132,Restaurant and Pizza Place,0,25
Giannis Pizza,212 Tamiami Trl S,Venice,US,Florida,27.0983,-82.4447,Restaurant and Pizza Place,0,25
Mountain Mike's Pizza,1817 Ygnacio Valley Rd,Walnut Creek,US,California,37.9178,-122.039,Restaurant and Pizza Place,0,25
California Pizza Kitchen,2800 N Main St,Santa Ana,US,California,33.7738,-117.8674,Restaurant and Pizza Place,25,40
Pop's Wood Fired Pizza,2031 Forest Ave,Chico,US,California,39.7248,-121.8011,Restaurant and Pizza Place,0,25
Mythic Pizza,551 Haight St,San Francisco,US,California,37.772,-122.4313,Restaurant and Pizza Place,0,25
Village Pizzeria,1206 Orange Ave,Coronado,US,California,32.6836,-117.1789,Italian Restaurant,0,25
Klondikes Pizza,2815 S White Rd,San Jose,US,California,37.3242,-121.7968,American Restaurant,0,25
Magpies Gourmet Pizza,605 N 4th Ave,Tucson,US,Arizona,32.2293,-110.9659,Restaurant and Pizza Place,25,40
Danielle's Pizza City,5882 S Ridgewood Ave,Port Orange,US,Florida,29.1084,-80.9733,Restaurant and Pizza Place,0,25
Mr Pizza North,4040 28TH St NW,Rochester,US,Minnesota,44.053,-92.5239,Restaurant and Pizza Place,0,25
Jet's Pizza,11190 Chicago Dr,Zeeland,US,Michigan,42.8043,-86.0574,Restaurant and Pizza Place,0,25
Papa John's Pizza,13650 Fiddlesticks Blvd,Fort Myers,US,Florida,26.5459,-81.8056,Restaurant and Pizza Place,0,25
Sluggo's Pizzeria,321 Douglas Ave,Holland,US,Michigan,42.7986,-86.1229,Restaurant and Pizza Place,0,25
Monty's Pizza,8386 Market St,Bradenton,US,Florida,27.3903,-82.4433,Restaurant and Pizza Place,0,25
Little Caesars Pizza,3000 Packard St,Ann Arbor,US,Michigan,42.2451,-83.7001,Restaurant and Pizza Place,0,25
Blue Line Pizza,1108 Burlingame Ave,Burlingame,US,California,37.5796,-122.3457,American Restaurant,25,40
Gumba's,21678 Stevens Creek Blvd,Cupertino,US,California,37.3228,-122.0536,Restaurant and Pizza Place,0,25
Jet's Pizza,235 N Leroy St,Fenton,US,Michigan,42.7983,-83.7052,Restaurant and Pizza Place,0,25
Bearno's By The Bridge,131 W Main St,Louisville,US,Kentucky,38.2566,-85.753,American Restaurant,0,25
Mountain Mike's Pizza,699 Lewelling Blvd 164,San Leandro,US,California,37.6868,-122.1392,Restaurant and Pizza Place,0,25
California Pizza Kitchen,8343 S. Park Meadow Center Dr.,Lone Tree,US,Colorado,39.5644,-104.8736,Restaurant and Pizza Place,25,40
Palladino's Pizza,342 Maple St,Carrollton,US,Georgia,33.577,-85.0801,Restaurant and Pizza Place,0,25
That Pizza Place,2622 El Camino Real Ste B,Carlsbad,US,California,33.1759,-117.3258,Restaurant and Pizza Place,0,25
Today's Pizza & Salad,481 Santa Fe Dr,Encinitas,US,California,33.0362,-117.2831,Restaurant and Pizza Place,0,25
Big Mama's & Papa's Pizzeria,2136 Colorado Blvd,Los Angeles,US,California,34.139,-118.2133,Restaurant and Pizza Place,25,40
Rocky Rococo Panstyle Pizza,40 Copeland Ave,La Crosse,US,Wisconsin,43.8224,-91.2486,Restaurant and Pizza Place,0,25
Monical's Pizza,103 W Kirby Ave,Champaign,US,Illinois,40.0978,-88.2457,Restaurant and Pizza Place,25,40
Mary's Pizza Shack,101 Golf Course Dr,Rohnert Park,US,California,38.364,-122.7096,Restaurant and Pizza Place,25,40
Numero Uno,17817 Chatsworth St,Granada Hills,US,California,34.2652,-118.5222,Restaurant and Pizza Place,0,25
Papa John's Pizza,1214 Maple Street,Carrollton,US,Georgia,33.5717,-85.0921,Others,0,25
Skipolini's Pizza,1535 Giammona Dr,Walnut Creek,US,California,37.9021,-122.0628,Restaurant and Pizza Place,0,25
Zachary's Chicago Pizza,5801 College Ave,Oakland,US,California,37.8463,-122.2522,Italian Restaurant,25,40
Vitos Pizzeria,1101 Blanding Blvd,Orange Park,US,Florida,30.1311,-81.7836,Restaurant and Pizza Place,0,25
Little Sam's Pizza,3250 Greyling Dr,San Diego,US,California,32.8023,-117.1397,Italian Restaurant,0,25
Z Pizza,12430 Seal Beach Blvd,Seal Beach,US,California,33.7815,-118.0716,Restaurant and Pizza Place,0,25
California Pizza Kitchen,6600 Topanga Canyon Blvd,Canoga Park,US,California,34.1905,-118.6049,Restaurant and Pizza Place,25,40
Corsaros Family Pizza,1456 Draper St,Kingsburg,US,California,36.515,-119.5518,Restaurant and Pizza Place,0,25
Jack's Pizza Cafe,1223 W Yosemite Ave,Manteca,US,California,37.7982,-121.2367,Restaurant and Pizza Place,25,40
Marco's Pizza,5965 Cumming Hwy,Buford,US,Georgia,34.1203,-84.0775,Restaurant and Pizza Place,0,25
Mancinos,480 Eureka Rd,Wyandotte,US,Michigan,42.1999,-83.1559,Restaurant and Pizza Place,0,25
Roundheads Pizza Pub,275 W Roosevelt Rd,Lombard,US,Illinois,41.86,-88.0224,Restaurant and Pizza Place,25,40
Brooklyn's Original Pizzeria,1011 Ne 14th St,Ocala,US,Florida,29.2009,-82.1273,Restaurant and Pizza Place,0,25
Pi Pizza,3932 Marketplace Dr Nw,Rochester,US,Minnesota,44.0636,-92.5016,Restaurant and Pizza Place,0,25
Buddy's Pizza,17125 Conant St,Hamtramck,US,Michigan,42.419,-83.064,Restaurant and Pizza Place,25,40
Jet's Pizza,3321 Stadium Dr,Kalamazoo,US,Michigan,42.2716,-85.6317,Restaurant and Pizza Place,0,25
Cottage Inn,546 Packard St,Ann Arbor,US,Michigan,42.272,-83.7421,Restaurant and Pizza Place,0,25
Fat Tony's Pizza,4973 Diane Ave,San Diego,US,California,32.8357,-117.1869,Restaurant and Pizza Place,0,25
New York Pizza,4416 Magazine St,New Orleans,US,Louisiana,29.9205,-90.1021,Italian Restaurant,0,25
Gelsosomo's Pizzeria,371 Indian Boundary Rd,Chesterton,US,Indiana,41.6168,-87.047,Restaurant and Pizza Place,0,25
Mancino's Pizza & Grinders,2892 E Dupont Rd,Fort Wayne,US,Indiana,41.1788,-85.1066,Restaurant and Pizza Place,0,25
Aver's Pizza North/campus,1837 N Kinser Pike,Bloomington,US,Indiana,39.1873,-86.5377,Restaurant and Pizza Place,0,25
Mac Kenzie River Pizza Co,405 W Canfield Ave,Coeur d'Alene,US,Idaho,47.7335,-116.7935,American Restaurant,25,40
Domino's Pizza,9 N Elmwood Dr,Aurora,US,Illinois,41.7627,-88.3398,Restaurant and Pizza Place,0,25
Cruise Shop,317 S Main St,Grapevine,US,Texas,32.938723,-97.078219,Restaurant and Pizza Place,0,25
Bernie O's Pizza,321 Center St,Muskegon,US,Michigan,43.2626,-86.2624,Restaurant and Pizza Place,0,25
Little Caesar's Pizza,1039 Sunnyvale Saratoga Rd,Sunnyvale,US,California,37.3587,-122.0325,Restaurant and Pizza Place,0,25
California Pizza Kitchen,6801 Hollywood Blvd,Los Angeles,US,California,34.102,-118.3404,Restaurant and Pizza Place,25,40
Scappa,8919 New Falls Rd,Levittown,US,Pennsylvania,40.177257,-74.828993,Italian Restaurant,0,25
Chef Charles Pizza,147 River St,Elk Rapids,US,Michigan,44.897985,-85.41387,Traditional Pizza Place,0,25
Pizza Como North,4209 Lehigh Dr,Cherryville,US,Pennsylvania,40.754196,-75.539535,Restaurant and Pizza Place,0,25
Me N Eds,120 Dwyer St,Madera,US,California,36.951971,-120.080625,Restaurant and Pizza Place,0,25
Grammas Pizza,8449 US Highway 42 Ste B,Florence,US,Kentucky,38.978014,-84.655929,Traditional Pizza Place,0,25
Brooklyn Pizza,912 N Spence Ave,Goldsboro,US,North Carolina,35.385068,-77.946232,Traditional Pizza Place,0,25
Champs Pizza House,1183 Freedom Rd,Cranberry Township,US,Pennsylvania,40.68324,-80.124745,Restaurant and Pizza Place,0,25
New York pizza,10433 County Rd.39S,Lithia,US,Florida,27.850721,-82.146012,Italian Restaurant,0,25
DFontana,324 Ferris St,Green Cove Springs,US,Florida,29.992076,-81.678813,Italian Restaurant,0,25
Brunos Pizza Pasta Subs,2615 W Waters Ave,Tampa,US,Florida,28.025603,-82.485745,Traditional Pizza Place,0,25
Little Es Pizza,807 Highland Ave,Greensburg,US,Pennsylvania,40.29285,-79.541406,Traditional Pizza Place,0,25
Armandos Pizza,1717 Broadway,Brooklyn,US,New York,40.683405,-73.911306,Italian Restaurant,0,25
Mad Mushroom Pizza,341 S Limestone,Lexington,US,Kentucky,38.042803,-84.502579,Restaurant and Pizza Place,0,25
PIZZA MACHINE,1610 W Redondo Beach Blvd,Gardena,US,California,33.8886,-118.3042,Restaurant and Pizza Place,0,25
Pizza Al Forno,6541 Hollywood Blvd,Los Angeles,US,California,34.1018,-118.3324,Restaurant and Pizza Place,0,25
Toppers Pizza Place,3940 E Main St,Ventura,US,California,34.272777,-119.251138,Restaurant and Pizza Place,25,40
Papa Johns Pizza,2625 Enterprise Rd Ste 400,Orange City,US,Florida,28.914845,-81.291622,Traditional Pizza Place,0,25
Papa Johns Pizza,746 E Aurora Rd,Macedonia,US,Ohio,41.313874,-81.511743,Traditional Pizza Place,0,25
Venezias Pizzeria,744 W Ray Rd,Gilbert,US,Arizona,33.321641,-111.805551,Traditional Pizza Place,0,25
Garlic New York Pizza Bar,629 2nd Ave,New York,US,New York,40.745068,-73.975666,Italian Restaurant,25,40
Broadway Bobbys,677 Ridge Rd,Buffalo,US,New York,42.825636,-78.826461,Traditional Pizza Place,0,25
Cassanos,1200 Brown St Ste 110,Dayton,US,Ohio,39.741924,-84.182385,Traditional Pizza Place,0,25
Pie Hole,44 S Broadway,Denver,US,Colorado,39.715726,-104.987188,American Restaurant,1,24
Singas Famous Pizza,8125 Lefferts Blvd,Kew Gardens,US,New York,40.70887,-73.830499,Italian Restaurant,0,25
DoubleDave's Pizza Works,2305 Boonville Rd,Bryan,US,Texas,30.6735,-96.3353,Restaurant and Pizza Place,0,25
Old Chicago Pizza,41 Petaluma Blvd N,Petaluma,US,California,38.23385,-122.64029,Clubs,25,40
Hometown Pizza,1960 Grand Ave Ste 1,West Des Moines,US,Iowa,41.57221,-93.72944,Italian Restaurant,0,25
Samuel Mancino's Italian Eatery,4304 Lincolnway E,Mishawaka,US,Indiana,41.66354,-86.11193,Italian Restaurant,0,25
Old Town Pizza,150 Sacramento Street,Auburn,US,California,38.89504,-121.07837,Restaurant and Pizza Place,25,40
Gianni's Pizza,3910 Vista Way,Oceanside,US,California,33.18448,-117.29369,Restaurant and Pizza Place,25,40
Papa John's Pizza,4961 Long Beach Rd SE Ste 5,Southport,US,North Carolina,33.95173,-78.05096,Restaurant and Pizza Place,0,25
